Report;Date;Time of submition;Location;Activity;Quantity;Size;Species;Stinging Water;Report ID;Distance from coast;Jellies on the beach;Year;Season;Month;Gold;Website version;Week;Area;Zone;Lat.;Long.;bounding
Inshore;01/08/2016;02/08/2016 05:55;Dor-Atl;Swimming;0;Unspecified;0;0;104057;Unspecified;0;2016;Summer;8;1;2.0;32;North;7;32.849519;34.943390;100,456.34,600
Inshore;01/08/2016;01/08/2016 08:26;Jaf-Tlv;Swimming;0;Unspecified;0;0;104055;Unspecified;0;2016;Summer;8;0,5;2.0;32;South;15;31.809739;34.568481;100,456.34,600
Inshore;02/08/2016;02/08/2016 16:36;Tlv-Hrz;Snorkeling;0;Unspecified;0;Unspecified;104058;Unspecified;0;2016;Summer;8;0;2.0;32;Center;14;32.355448;34.790955;100,456.34,600
Offshore;02/08/2016;02/08/2016 20:35;Gaz-Ask;Other;50;Oct-30;Rhopilema nomadica;1;104060;1-6 miles;0;2016;Summer;8;1;2.0;32;South;20;31.809739;34.568481;100,456.34,600
Inshore;03/08/2016;05/08/2016 01:44;Tir-Shq;Snorkeling;0;Unspecified;0;0;104063;Unspecified;0;2016;Summer;8;1;2.0;32;North;5;32.849519;34.943390;100,456.34,600
Inshore;03/08/2016;03/08/2016 08:49;Jaf-Tlv;Swimming;0;Unspecified;0;0;104061;Unspecified;0;2016;Summer;8;0,5;2.0;32;South;15;31.809739;34.568481;100,456.34,600
Inshore;04/08/2016;04/08/2016 06:13;Tir-Shq;Swimming;0;Unspecified;0;0;104062;Unspecified;0;2016;Summer;8;0,5;2.0;32;North;5;32.849519;34.943390;100,456.34,600
Inshore;04/08/2016;05/08/2016 06:42;Dor-Atl;Swimming;0;Unspecified;0;0;104065;Unspecified;0;2016;Summer;8;1;2.0;32;North;7;32.849519;34.943390;100,456.34,600
Offshore;04/08/2016;05/08/2016 01:46;Jsr-Dor;Diving;0;Unspecified;0;0;104064;1-6 miles;0;2016;Summer;8;1;2.0;32;Center;8;32.355448;34.790955;100,456.34,600
Inshore;05/08/2016;05/08/2016 18:09;Had-Jsr;Diving;0;Unspecified;0;Unspecified;104068;Unspecified;0;2016;Summer;8;1;2.0;32;Center;9;32.355448;34.790955;100,456.34,600
Inshore;05/08/2016;05/08/2016 09:31;Ask-Ash;Unspecified;0;Unspecified;0;Unspecified;104066;Unspecified;0;2016;Summer;8;0;2.0;32;South;19;31.809739;34.568481;100,456.34,600
Inshore;05/08/2016;05/08/2016 14:35;Jaf-Tlv;Swimming;2;30-60;Rhopilema nomadica;0;104067;Unspecified;0;2016;Summer;8;0;2.0;32;South;15;31.809739;34.568481;100,456.34,600
Inshore;05/08/2016;05/08/2016 18:11;Jaf-Tlv;Swimming;0;Unspecified;0;0;104069;Unspecified;0;2016;Summer;8;0;2.0;32;South;15;31.809739;34.568481;100,456.34,600
Inshore;05/08/2016;06/08/2016 18:00;Jaf-Tlv;Swimming;0;Unspecified;0;0;104072;Unspecified;0;2016;Summer;8;0;2.0;32;South;15;31.809739;34.568481;100,456.34,600
Inshore;06/08/2016;06/08/2016 11:04;Tir-Shq;Swimming;0;Unspecified;0;0;104071;Unspecified;0;2016;Summer;8;1;2.0;32;North;5;32.849519;34.943390;100,456.34,600
Inshore;06/08/2016;06/08/2016 09:15;Had-Jsr;Surfing;0;Unspecified;0;Unspecified;104070;Unspecified;0;2016;Summer;8;1;2.0;32;Center;9;32.355448;34.790955;100,456.34,600
Inshore;06/08/2016;06/08/2016 18:33;Jaf-Tlv;Bathing;0;Unspecified;0;0;104073;Unspecified;0;2016;Summer;8;0;2.0;32;South;15;31.809739;34.568481;100,456.34,600
Inshore;06/08/2016;06/08/2016 23:37;Jaf-Tlv;Swimming;2;Oct-30;Rhopilema nomadica;0;104074;Unspecified;0;2016;Summer;8;0;2.0;32;South;15;31.809739;34.568481;100,456.34,600
Inshore;08/08/2016;08/08/2016 20:51;Atl-Tir;Surfing;0;Unspecified;0;0;105076;Unspecified;0;2016;Summer;8;0;2.0;33;North;6;32.849519;34.943390;100,456.34,600
Inshore;08/08/2016;08/08/2016 10:56;Dor-Atl;Swimming;0;Unspecified;0;0;104075;Unspecified;0;2016;Summer;8;1;2.0;33;North;7;32.849519;34.943390;100,456.34,600
Inshore;08/08/2016;08/08/2016 18:54;Ask-Ash;Bathing;0;Unspecified;0;0;105075;Unspecified;0;2016;Summer;8;0;2.0;33;South;19;31.809739;34.568481;100,456.34,600
Inshore;09/08/2016;09/08/2016 13:31;Aco-Nah;Swimming;0;Unspecified;0;0;105078;Unspecified;0;2016;Summer;8;0;2.0;33;North;2;32.849519;34.943390;100,456.34,600
Inshore;09/08/2016;09/08/2016 10:44;Jaf-Tlv;Swimming;0;Unspecified;0;Unspecified;105077;Unspecified;0;2016;Summer;8;0,5;2.0;33;South;15;31.809739;34.568481;100,456.34,600
Inshore;10/08/2016;10/08/2016 17:24;Nah-Rhn;Swimming;0;Unspecified;0;0;105080;Unspecified;0;2016;Summer;8;0;2.0;33;North;1;32.849519;34.943390;100,456.34,600
Inshore;10/08/2016;10/08/2016 21:34;Tir-Shq;Swimming;0;Unspecified;0;0;105081;Unspecified;0;2016;Summer;8;1;2.0;33;North;5;32.849519;34.943390;100,456.34,600
Inshore;10/08/2016;10/08/2016 09:15;Jaf-Tlv;Swimming;0;Unspecified;0;Unspecified;105079;Unspecified;0;2016;Summer;8;0,5;2.0;33;South;15;31.809739;34.568481;100,456.34,600
Inshore;11/08/2016;11/08/2016 10:24;Dor-Atl;Swimming;0;Unspecified;0;0;105082;Unspecified;0;2016;Summer;8;1;2.0;33;North;7;32.849519;34.943390;100,456.34,600
Inshore;12/08/2016;12/08/2016 09:54;Tir-Shq;Swimming;0;Unspecified;0;0;105084;Unspecified;0;2016;Summer;8;1;2.0;33;North;5;32.849519;34.943390;100,456.34,600
Inshore;12/08/2016;12/08/2016 10:10;Dor-Atl;Swimming;0;Unspecified;0;0;105085;Unspecified;0;2016;Summer;8;1;2.0;33;North;7;32.849519;34.943390;100,456.34,600
Inshore;12/08/2016;12/08/2016 08:40;Jaf-Tlv;Unspecified;0;Unspecified;0;0;105083;Unspecified;0;2016;Summer;8;0,5;2.0;33;South;15;31.809739;34.568481;100,456.34,600
Inshore;13/08/2016;13/08/2016 23:37;Atl-Tir;Swimming;0;Unspecified;0;0;105089;Unspecified;0;2016;Summer;8;1;2.0;33;North;6;32.849519;34.943390;100,456.34,600
Inshore;13/08/2016;13/08/2016 10:52;Nat-Mich;Bathing;0;Unspecified;0;0;105086;Unspecified;0;2016;Summer;8;0;2.0;33;Center;11;32.355448;34.790955;100,456.34,600
Inshore;13/08/2016;13/08/2016 11:43;Jaf-Tlv;Swimming;0;Unspecified;0;0;105087;Unspecified;0;2016;Summer;8;0;2.0;33;South;15;31.809739;34.568481;100,456.34,600
Inshore;13/08/2016;13/08/2016 13:19;Ash-Plm;Unspecified;0;Unspecified;0;1;105088;Unspecified;0;2016;Summer;8;0;2.0;33;South;18;31.809739;34.568481;100,456.34,600
Inshore;13/08/2016;19/08/2016 19:28;Ask-Ash;Bathing;0;Unspecified;0;1;105121;Unspecified;0;2016;Summer;8;0;2.0;33;South;19;31.809739;34.568481;100,456.34,600
Inshore;14/08/2016;14/08/2016 18:36;Tir-Shq;Swimming;0;Unspecified;0;0;105091;Unspecified;0;2016;Summer;8;0;2.0;34;North;5;32.849519;34.943390;100,456.34,600
Inshore;14/08/2016;14/08/2016 11:31;Dor-Atl;Swimming;0;Unspecified;0;0;105090;Unspecified;0;2016;Summer;8;1;2.0;34;North;7;32.849519;34.943390;100,456.34,600
Inshore;15/08/2016;15/08/2016 08:05;Ask-Ash;Surfing;0;Unspecified;0;1;105092;Unspecified;0;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;15/08/2016;21/08/2016 14:00;Gaz-Ask;Bathing;0;Unspecified;0;0;105151;Unspecified;0;2016;Summer;8;0;2.0;34;South;20;31.809739;34.568481;100,456.34,600
Inshore;16/08/2016;16/08/2016 02:41;Ask-Ash;Swimming;2;Oct-30;Rhopilema nomadica;1;105093;Unspecified;0;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Offshore;16/08/2016;16/08/2016 15:13;Gaz-Ask;Swimming;50;30-60;Rhopilema nomadica;0;105094;over 6 miles;1;2016;Summer;8;0;2.0;34;South;20;31.809739;34.568481;100,456.34,600
Inshore;17/08/2016;17/08/2016 11:28;Dor-Atl;Swimming;0;Unspecified;0;0;105096;Unspecified;0;2016;Summer;8;1;2.0;34;North;7;32.849519;34.943390;100,456.34,600
Inshore;17/08/2016;18/08/2016 19:00;Ash-Plm;Swimming;2;30-60;Rhizostoma pulmo;1;105100;Unspecified;0;2016;Summer;8;0;2.0;34;South;18;31.809739;34.568481;100,456.34,600
Inshore;18/08/2016;19/08/2016 00:47;Dor-Atl;Bathing;0;Unspecified;0;0;105105;Unspecified;0;2016;Summer;8;0;2.0;34;North;7;32.849519;34.943390;100,456.34,600
Inshore;18/08/2016;18/08/2016 11:30;Atl-Tir;Swimming;0;Unspecified;0;Unspecified;105098;Unspecified;0;2016;Summer;8;1;2.0;34;North;6;32.849519;34.943390;100,456.34,600
Inshore;18/08/2016;18/08/2016 10:27;Ask-Ash;Bathing;0;Unspecified;0;1;105097;Unspecified;0;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;18/08/2016;18/08/2016 13:12;Ask-Ash;Surfing;10;Oct-30;Rhopilema nomadica;0;105099;Unspecified;1;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;18/08/2016;18/08/2016 20:09;Ash-Plm;Bathing;0;Unspecified;0;Unspecified;105101;Unspecified;0;2016;Summer;8;0;2.0;34;South;18;31.809739;34.568481;100,456.34,600
Inshore;18/08/2016;18/08/2016 20:09;Ash-Plm;Bathing;2;Oct-30;Rhizostoma pulmo;1;105102;Unspecified;1;2016;Summer;8;0;2.0;34;South;18;31.809739;34.568481;100,456.34,600
Inshore;18/08/2016;18/08/2016 23:27;Ask-Ash;Surfing;2;Oct-30;Rhopilema nomadica;1;105104;Unspecified;0;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;18/08/2016;21/08/2016 11:08;Rsh-Jaf;Surfing;0;Unspecified;0;1;105146;Unspecified;0;2016;Summer;8;0;2.0;34;South;16;31.809739;34.568481;100,456.34,600
Inshore;18/08/2016;18/08/2016 22:32;Jaf-Tlv;Swimming;0;Unspecified;0;0;105103;Unspecified;0;2016;Summer;8;0,5;2.0;34;South;15;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 10:42;Tir-Shq;Bathing;0;Unspecified;0;0;105107;Unspecified;0;2016;Summer;8;0;2.0;34;North;5;32.849519;34.943390;100,456.34,600
Inshore;19/08/2016;19/08/2016 18:27;Aco-Nah;Unspecified;0;Unspecified;0;0;105117;Unspecified;0;2016;Summer;8;0;2.0;34;North;2;32.849519;34.943390;100,456.34,600
Inshore;19/08/2016;19/08/2016 18:33;Aco-Nah;Unspecified;0;Unspecified;0;Unspecified;105118;Unspecified;0;2016;Summer;8;0;2.0;34;North;2;32.849519;34.943390;100,456.34,600
Inshore;19/08/2016;19/08/2016 10:23;Dor-Atl;Swimming;0;Unspecified;0;0;105106;Unspecified;0;2016;Summer;8;1;2.0;34;North;7;32.849519;34.943390;100,456.34,600
Inshore;19/08/2016;19/08/2016 20:17;Tir-Shq;Swimming;0;Unspecified;0;0;105122;Unspecified;0;2016;Summer;8;1;2.0;34;North;5;32.849519;34.943390;100,456.34,600
Inshore;19/08/2016;19/08/2016 12:24;Jaf-Tlv;Diving;0;Unspecified;0;1;105109;Unspecified;0;2016;Summer;8;0;2.0;34;South;15;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 12:30;Rsh-Jaf;Bathing;0;Unspecified;0;0;105110;Unspecified;0;2016;Summer;8;0;2.0;34;South;16;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 14:46;Rsh-Jaf;Swimming;2;Unspecified;Rhizostoma pulmo;1;105111;Unspecified;0;2016;Summer;8;0;2.0;34;South;16;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 15:56;Ask-Ash;Swimming;0;Unspecified;0;0;105112;Unspecified;0;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 16:03;Rsh-Jaf;Bathing;0;Unspecified;0;1;105113;Unspecified;0;2016;Summer;8;0;2.0;34;South;16;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 19:03;Ask-Ash;Swimming;2;30-60;Rhizostoma pulmo;1;105119;Unspecified;1;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Offshore;19/08/2016;19/08/2016 21:31;Gaz-Ask;Swimming;0;Unspecified;0;1;105123;200 meters-1 mile;0;2016;Summer;8;0;2.0;34;South;20;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;20/08/2016 11:46;Jaf-Tlv;Swimming;0;Unspecified;0;0;105126;Unspecified;0;2016;Summer;8;0;2.0;34;South;15;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 11:19;Ask-Ash;Bathing;0;Unspecified;0;1;105108;Unspecified;0;2016;Summer;8;1;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 17:54;Ask-Ash;Bathing;0;Unspecified;0;1;105114;Unspecified;0;2016;Summer;8;1;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;19/08/2016;19/08/2016 18:17;Ask-Ash;Bathing;0;Unspecified;0;1;105115;Unspecified;0;2016;Summer;8;1;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 15:04;Hbay-Aco;Unspecified;0;Unspecified;0;0;105132;Unspecified;0;2016;Summer;8;0;2.0;34;North;3;32.849519;34.943390;100,456.34,600
Offshore;20/08/2016;20/08/2016 21:22;Tir-Shq;Swimming;2;30-60;Rhopilema nomadica;0;105140;200 meters-1 mile;0;2016;Summer;8;0;2.0;34;North;5;32.849519;34.943390;100,456.34,600
Inshore;20/08/2016;20/08/2016 23:16;Aco-Nah;Bathing;0;Unspecified;0;0;105142;Unspecified;0;2016;Summer;8;0;2.0;34;North;2;32.849519;34.943390;100,456.34,600
Inshore;20/08/2016;20/08/2016 12:28;Tir-Shq;Swimming;0;Unspecified;0;0;105127;Unspecified;0;2016;Summer;8;0,5;2.0;34;North;5;32.849519;34.943390;100,456.34,600
Inshore;20/08/2016;20/08/2016 20:45;Nah-Rhn;Snorkeling;2;0-10;Mnemyopsis Leidyi;0;105138;Unspecified;0;2016;Summer;8;1;2.0;34;North;1;32.849519;34.943390;100,456.34,600
Inshore;20/08/2016;20/08/2016 13:36;Tlv-Hrz;Bathing;10;Oct-30;Rhizostoma pulmo;0;105129;Unspecified;0;2016;Summer;8;0;2.0;34;Center;14;32.355448;34.790955;100,456.34,600
Inshore;20/08/2016;20/08/2016 18:03;Fal-Nat;Bathing;0;Unspecified;0;0;105134;Unspecified;0;2016;Summer;8;0;2.0;34;Center;12;32.355448;34.790955;100,456.34,600
Inshore;20/08/2016;20/08/2016 19:33;Mich-Had;Bathing;0;Unspecified;0;0;105136;Unspecified;0;2016;Summer;8;0;2.0;34;Center;10;32.355448;34.790955;100,456.34,600
Offshore;20/08/2016;21/08/2016 08:38;Tlv-Hrz;Yacht;10;Oct-30;Rhopilema nomadica;Unspecified;105145;1-6 miles;0;2016;Summer;8;0;2.0;34;Center;14;32.355448;34.790955;100,456.34,600
Inshore;20/08/2016;20/08/2016 10:18;Jaf-Tlv;Bathing;2;0-10;Rhizostoma pulmo;1;105124;Unspecified;0;2016;Summer;8;0;2.0;34;South;15;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 10:44;Ask-Ash;Bathing;0;Unspecified;0;1;105125;Unspecified;0;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 13:11;Ask-Ash;Bathing;2;0-10;Marivegia stellata;1;105128;Unspecified;0;2016;Summer;8;0;2.0;34;South;19;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 14:58;Gaz-Ask;Swimming;0;Unspecified;0;1;105131;Unspecified;0;2016;Summer;8;0;2.0;34;South;20;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 15:27;Rsh-Jaf;Unspecified;0;Unspecified;0;1;105133;Unspecified;0;2016;Summer;8;0;2.0;34;South;16;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 18:35;Ash-Plm;Unspecified;0;Unspecified;0;1;105135;Unspecified;0;2016;Summer;8;0;2.0;34;South;18;31.809739;34.568481;100,456.34,600
Offshore;20/08/2016;20/08/2016 20:08;Jaf-Tlv;Kayak;0;Unspecified;0;0;105137;200 meters-1 mile;0;2016;Summer;8;0;2.0;34;South;15;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 20:58;Ash-Plm;Bathing;0;Unspecified;0;0;105139;Unspecified;0;2016;Summer;8;0;2.0;34;South;18;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 21:39;Ash-Plm;Bathing;2;Oct-30;Rhizostoma pulmo;1;105141;Unspecified;0;2016;Summer;8;0;2.0;34;South;18;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;21/08/2016 11:15;Rsh-Jaf;Bathing;0;Unspecified;0;1;105147;Unspecified;0;2016;Summer;8;0;2.0;34;South;16;31.809739;34.568481;100,456.34,600
Offshore;20/08/2016;25/08/2016 10:30;Jaf-Tlv;Swimming;2;Oct-30;Rhopilema nomadica;0;105195;over 6 miles;0;2016;Summer;8;0;2.0;34;South;15;31.809739;34.568481;100,456.34,600
Inshore;20/08/2016;20/08/2016 13:41;Rsh-Jaf;Swimming;2;Oct-30;Rhopilema nomadica;1;105130;Unspecified;1;2016;Summer;8;0,5;2.0;34;South;16;31.809739;34.568481;100,456.34,600
Inshore;21/08/2016;22/08/2016 09:21;Fal-Nat;Bathing;2;Unspecified;Rhopilema nomadica;0;105155;Unspecified;0;2016;Summer;8;0;2.0;35;Center;12;32.355448;34.790955;100,456.34,600
Inshore;21/08/2016;21/08/2016 14:41;Fal-Nat;Swimming;0;Unspecified;0;0;105152;Unspecified;0;2016;Summer;8;0,5;2.0;35;Center;12;32.355448;34.790955;100,456.34,600
Inshore;21/08/2016;21/08/2016 11:52;Jaf-Tlv;Unspecified;0;Unspecified;0;0;105148;Unspecified;0;2016;Summer;8;0;2.0;35;South;15;31.809739;34.568481;100,456.34,600
Inshore;21/08/2016;21/08/2016 13:37;Rsh-Jaf;Bathing;0;Unspecified;0;1;105150;Unspecified;0;2016;Summer;8;0;2.0;35;South;16;31.809739;34.568481;100,456.34,600
Inshore;21/08/2016;21/08/2016 18:35;Jaf-Tlv;Walking on Beach;2;0-10;Rhizostoma pulmo;0;105153;Unspecified;1;2016;Summer;8;0;2.0;35;South;15;31.809739;34.568481;100,456.34,600
Inshore;21/08/2016;22/08/2016 06:17;Gaz-Ask;Bathing;0;Unspecified;0;1;105154;Unspecified;0;2016;Summer;8;0;2.0;35;South;20;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 10:46;Dor-Atl;Swimming;0;Unspecified;0;0;105156;Unspecified;0;2016;Summer;8;1;2.0;35;North;7;32.849519;34.943390;100,456.34,600
Offshore;22/08/2016;22/08/2016 13:02;Tlv-Hrz;Unspecified;Unspecified;Unspecified;Rhopilema nomadica;1;105157;200 meters-1 mile;0;2016;Summer;8;0;2.0;35;Center;14;32.355448;34.790955;100,456.34,600
Inshore;22/08/2016;22/08/2016 13:57;Ask-Ash;Swimming;0;Unspecified;0;0;105158;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 14:55;Rsh-Jaf;Other;0;Unspecified;0;Unspecified;105159;Unspecified;0;2016;Summer;8;0;2.0;35;South;16;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 14:59;Rsh-Jaf;Other;2;Over 60;Rhopilema nomadica;0;105160;Unspecified;1;2016;Summer;8;0;2.0;35;South;16;31.809739;34.568481;100,456.34,600
Offshore;22/08/2016;22/08/2016 15:04;Jaf-Tlv;Kayak;50;Oct-30;Rhopilema nomadica;0;105161;Unspecified;0;2016;Summer;8;0;2.0;35;South;15;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 15:54;Ash-Plm;Unspecified;2;Oct-30;Aurelia aurita;0;105162;Unspecified;0;2016;Summer;8;0;2.0;35;South;18;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 15:54;Ash-Plm;Unspecified;2;30-60;Rhizostoma pulmo;0;105162;Unspecified;0;2016;Summer;8;0;2.0;35;South;18;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 17:15;Gaz-Ask;Bathing;0;Unspecified;0;Unspecified;105163;Unspecified;0;2016;Summer;8;0;2.0;35;South;20;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 17:16;Gaz-Ask;Unspecified;0;Unspecified;0;Unspecified;105164;Unspecified;0;2016;Summer;8;0;2.0;35;South;20;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 17:17;Gaz-Ask;Unspecified;0;Unspecified;0;1;105165;Unspecified;0;2016;Summer;8;0;2.0;35;South;20;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 17:34;Ask-Ash;Bathing;0;Unspecified;0;0;105166;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 17:35;Ask-Ash;Bathing;0;Unspecified;0;0;105167;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 18:49;Rsh-Jaf;Walking on Beach;0;Unspecified;0;0;105168;Unspecified;0;2016;Summer;8;0;2.0;35;South;16;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 20:46;Ash-Plm;Swimming;2;Oct-30;Aurelia aurita;1;105170;Unspecified;0;2016;Summer;8;0;2.0;35;South;18;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 23:22;Ask-Ash;Swimming;0;Unspecified;0;1;105172;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 19:26;Rsh-Jaf;Swimming;2;0-10;Rhopilema nomadica;1;105169;Unspecified;0;2016;Summer;8;0,5;2.0;35;South;16;31.809739;34.568481;100,456.34,600
Inshore;22/08/2016;22/08/2016 22:16;Jaf-Tlv;Swimming;0;Unspecified;0;0;105171;Unspecified;0;2016;Summer;8;0,5;2.0;35;South;15;31.809739;34.568481;100,456.34,600
Inshore;23/08/2016;23/08/2016 11:04;Dor-Atl;Swimming;0;Unspecified;0;0;105174;Unspecified;0;2016;Summer;8;1;2.0;35;North;7;32.849519;34.943390;100,456.34,600
Inshore;23/08/2016;23/08/2016 12:16;Tir-Shq;Swimming;0;Unspecified;0;0;105175;Unspecified;0;2016;Summer;8;1;2.0;35;North;5;32.849519;34.943390;100,456.34,600
Offshore;23/08/2016;23/08/2016 09:12;Fal-Nat;Swimming;0;Unspecified;0;0;105173;200 meters-1 mile;0;2016;Summer;8;0;2.0;35;Center;12;32.355448;34.790955;100,456.34,600
Inshore;23/08/2016;23/08/2016 17:34;Tlv-Hrz;Swimming;0;Unspecified;0;0;105176;Unspecified;0;2016;Summer;8;0;2.0;35;Center;14;32.355448;34.790955;100,456.34,600
Inshore;23/08/2016;23/08/2016 19:10;Tlv-Hrz;Swimming;0;Unspecified;0;0;105179;Unspecified;0;2016;Summer;8;0;2.0;35;Center;14;32.355448;34.790955;100,456.34,600
Inshore;23/08/2016;23/08/2016 20:16;Mich-Had;Bathing;0;Unspecified;0;0;105180;Unspecified;0;2016;Summer;8;0;2.0;35;Center;10;32.355448;34.790955;100,456.34,600
Inshore;23/08/2016;23/08/2016 21:09;Tlv-Hrz;Bathing;0;Unspecified;0;1;105181;Unspecified;0;2016;Summer;8;0;2.0;35;Center;14;32.355448;34.790955;100,456.34,600
Inshore;23/08/2016;23/08/2016 18:37;Ask-Ash;Bathing;0;Unspecified;0;1;105177;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;23/08/2016;23/08/2016 18:46;Ask-Ash;Bathing;0;Unspecified;0;1;105178;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;23/08/2016;24/08/2016 01:40;Ask-Ash;Unspecified;10;Oct-30;Rhopilema nomadica;1;105183;Unspecified;1;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;23/08/2016;24/08/2016 10:39;Ash-Plm;Bathing;0;Unspecified;0;0;105188;Unspecified;0;2016;Summer;8;0;2.0;35;South;18;31.809739;34.568481;100,456.34,600
Inshore;23/08/2016;24/08/2016 15:12;Ask-Ash;Bathing;2;Oct-30;Rhizostoma pulmo;1;105191;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;23/08/2016;23/08/2016 21:53;Jaf-Tlv;Swimming;0;Unspecified;0;0;105182;Unspecified;0;2016;Summer;8;0,5;2.0;35;South;15;31.809739;34.568481;100,456.34,600
Offshore;24/08/2016;24/08/2016 13:30;Tir-Shq;Swimming;0;Unspecified;0;0;105190;200 meters-1 mile;0;2016;Summer;8;0;2.0;35;North;5;32.849519;34.943390;100,456.34,600
Inshore;24/08/2016;24/08/2016 22:47;Tir-Shq;Swimming;0;Unspecified;0;0;105193;Unspecified;0;2016;Summer;8;1;2.0;35;North;5;32.849519;34.943390;100,456.34,600
Inshore;24/08/2016;24/08/2016 09:44;Fal-Nat;Bathing;0;Unspecified;0;1;105186;Unspecified;0;2016;Summer;8;0;2.0;35;Center;12;32.355448;34.790955;100,456.34,600
Inshore;24/08/2016;24/08/2016 09:25;Ask-Ash;Surfing;2;Oct-30;Rhizostoma pulmo;1;105185;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Inshore;24/08/2016;24/08/2016 09:59;Jaf-Tlv;Surfing;0;Unspecified;0;1;105187;Unspecified;0;2016;Summer;8;0;2.0;35;South;15;31.809739;34.568481;100,456.34,600
Inshore;24/08/2016;24/08/2016 10:44;Rsh-Jaf;Bathing;0;Unspecified;0;Unspecified;105189;Unspecified;0;2016;Summer;8;0;2.0;35;South;16;31.809739;34.568481;100,456.34,600
Inshore;24/08/2016;24/08/2016 16:57;Rsh-Jaf;Swimming;0;Unspecified;0;Unspecified;105192;Unspecified;0;2016;Summer;8;0;2.0;35;South;16;31.809739;34.568481;100,456.34,600
Inshore;24/08/2016;25/08/2016 10:03;Ask-Ash;Bathing;2;Unspecified;Rhopilema nomadica;1;105194;Unspecified;0;2016;Summer;8;0;2.0;35;South;19;31.809739;34.568481;100,456.34,600
Offshore;25/08/2016;25/08/2016 23:38;Tir-Shq;Swimming;2;Oct-30;Rhopilema nomadica;0;105203;200 meters-1 mile;0;2016;Summer;8;0,5;2.0;35;North;5;32.849519;34.943390;100,456.34,600
Inshore;25/08/2016;25/08/2016 15:06;Tir-Shq;Swimming;0;Unspecified;0;0;105196;Unspecified;0;2016;Summer;8;1;2.0;35;North;5;32.849519;34.943390;100,456.34,600
